0.021	17704
0.026	18173
0.030	19021
0.035	18362
0.039	18159
0.044	18120
0.048	18247
0.053	18063
0.057	17740
0.062	18729
0.066	18966
0.071	17712
0.075	18623
0.080	18966
0.084	19057
0.089	19354
0.093	19195
0.098	18786
0.102	18856
0.107	19770
0.111	19142
0.116	19336
0.120	17799
0.125	18096
0.129	19096
0.133	18032
0.138	18967
0.142	19671
0.147	18342
0.151	19869
0.156	19177
0.160	18992
0.165	18705
0.169	17152
0.174	18480
0.178	18888
0.183	18093
0.187	18212
0.192	19228
0.196	18660
0.201	18811
0.205	18763
0.210	18851
0.214	18955
0.219	18662
0.223	18675
0.228	19437
0.232	18127
0.237	18316
0.241	18521
0.246	18701
0.250	18810
0.255	18470
0.259	18592
0.263	18550
0.268	19307
0.272	18962
0.277	19296
0.281	18560
0.286	19482
0.290	19128
0.295	19190
0.299	18482
0.304	19042
0.308	19074
0.313	18895
0.317	18605
0.322	18354
0.326	18896
0.331	18699
0.335	19182
0.340	19157
0.344	19722
0.349	19157
0.353	18709
0.358	18415
0.362	18408
0.367	18511
0.371	18711
0.376	19414
0.380	18980
0.385	18946
0.389	19554
0.394	19389
0.398	19249
0.402	19336
0.407	18750
0.411	18920
0.416	18609
0.420	18481
0.425	19505
0.429	18805
0.434	19131
0.438	18672
0.443	19261
0.447	19042
0.452	19074
0.456	18567
0.461	18424
0.465	18710
0.470	19528
0.474	19026
0.479	18685
0.483	18906
0.488	18799
0.492	19030
0.497	18870
0.501	18938
0.506	18347
0.510	19065
0.515	18758
0.519	19204
0.524	18813
0.528	17760
0.533	18838
0.537	18536
0.541	19374
0.546	18157
0.550	18701
0.555	17842
0.559	18296
0.564	18627
0.568	18280
0.573	19078
0.577	19356
0.582	17863
0.586	19138
0.591	19427
0.595	18808
0.600	19073
0.604	18929
0.609	19172
0.613	19212
0.618	19040
0.622	19055
0.627	18906
0.631	17683
0.636	19260
0.640	19134
0.645	18223
0.649	19415
0.654	18549
0.658	18908
0.662	18698
0.667	18298
0.671	18038
0.676	18225
0.680	17969
0.685	18567
0.689	18320
0.694	19063
0.698	18609
0.703	18886
0.707	18685
0.712	18101
0.716	18567
0.721	18124
0.725	18597
0.730	18434
0.734	18562
0.739	18247
0.743	18648
0.748	18084
0.752	18547
0.757	18430
0.761	17933
0.766	18444
0.770	18141
0.775	18794
0.779	18563
0.784	18936
0.788	19127
0.793	19337
0.797	19013
0.801	18127
0.806	18601
0.810	18416
0.815	18407
0.819	18022
0.824	18271
0.828	18714
0.833	18740
0.837	17744
0.842	18387
0.846	18356
0.851	19584
0.855	18843
0.860	19098
0.864	17978
0.869	18210
0.873	18572
0.878	18955
0.882	18707
0.887	18997
0.891	18845
0.896	18848
0.900	18338
0.905	18779
0.909	19510
0.914	19228
0.918	19138
0.923	19035
0.927	19083
0.932	18980
0.936	18508
0.941	18783
0.945	18965
0.949	19469
0.954	19646
0.958	19064
0.963	19244
0.967	19225
0.972	19063
0.976	19182
0.981	18690
0.985	19288
0.990	19825
0.994	18712
0.999	19108
1.003	18821
1.008	18958
1.012	18623
1.017	18630
1.021	17693
1.026	17711
1.030	17870
1.035	17873
1.039	17260
1.044	18740
1.048	18478
1.053	17028
1.057	18580
1.061	18583
1.066	18704
1.070	18310
1.075	18571
1.079	18221
1.084	19050
1.088	19223
1.093	18503
1.097	17631
1.102	17037
1.106	18082
1.111	17900
1.115	18573
1.120	18457
1.124	18602
1.129	18776
1.133	18766
1.138	18141
1.142	18533
1.147	18101
1.151	18375
1.156	18482
1.160	18487
1.165	18800
1.169	18649
1.174	18744
1.178	18553
1.183	18624
1.187	18544
1.192	17143
1.196	17755
1.201	18169
1.205	18637
1.209	18714
1.214	18659
1.218	18797
1.223	18241
