0.022	10001
0.023	11001
0.023	10048
0.024	10917
0.025	10016
0.026	10995
0.026	10062
0.027	10983
0.027	10014
0.028	10937
0.029	9944
0.030	10874
0.031	9933
0.032	10899
0.032	9949
0.033	10884
0.034	9964
0.035	10844
0.036	9979
0.037	10898
0.037	9976
0.038	10884
0.039	9935
0.040	10862
0.041	9944
0.042	10859
0.042	9937
0.043	10859
0.044	9950
0.045	10816
0.046	9982
0.047	10880
0.047	9965
0.048	10841
0.049	9967
0.050	10866
0.051	9960
0.052	10872
0.052	9908
0.053	10844
0.054	9954
0.055	10888
0.056	9959
0.057	10902
0.057	9948
0.058	10910
0.059	9945
0.060	10897
0.061	9923
0.062	10891
0.062	9913
0.063	10851
0.064	9972
0.065	10852
0.066	9932
0.067	10886
0.067	9968
0.068	10854
0.069	9972
0.070	10850
0.071	9978
0.072	10839
0.072	9998
0.073	10806
0.074	9998
0.075	10835
0.076	9975
0.077	10828
0.077	9993
0.078	10832
0.079	9980
0.080	10828
0.081	9959
0.082	10799
0.082	9951
0.083	10802
0.084	9977
0.085	10812
0.086	9982
0.087	10808
0.087	10002
0.088	10805
0.089	10006
0.090	10789
0.091	9990
0.092	10795
0.092	10024
0.093	10804
0.094	9984
0.095	10791
0.096	10034
0.097	10760
0.097	10040
0.098	10758
0.099	10038
0.100	10752
0.101	10053
0.102	10775
0.102	10034
0.103	10764
0.104	10011
0.105	10771
0.106	10057
0.107	10780
0.107	10059
0.108	10761
0.109	10025
0.110	10737
0.111	10028
0.112	10746
0.112	10055
0.113	10741
0.114	10024
0.115	10782
0.116	10069
0.117	10739
0.117	10071
0.118	10740
0.119	10095
0.120	10727
0.121	10094
0.122	10718
0.122	10052
0.123	10699
0.124	10099
0.125	10724
0.126	10109
0.127	10691
0.127	10110
0.128	10691
0.129	10123
0.130	10701
0.131	10104
0.132	10675
0.132	10086
0.133	10706
0.134	10142
0.134	10688
0.135	10135
0.136	10703
0.136	10101
0.137	10620
0.138	10037
0.139	10576
0.140	10026
0.141	10590
0.141	10092
0.142	10655
0.143	10143
0.144	10651
0.145	10155
0.146	10703
0.146	10207
0.147	10691
0.148	10165
0.149	10678
0.150	10199
0.151	10686
0.151	10206
0.152	10676
0.153	10248
0.154	10702
0.155	10227
0.156	10666
0.156	10224
0.157	10642
0.158	10169
0.159	10640
0.160	10169
0.161	10640
0.161	10182
0.162	10599
0.163	10222
0.164	10634
0.165	10176
0.166	10606
0.166	10186
0.167	10595
0.168	10190
0.169	10581
0.170	10218
0.171	10577
0.171	10197
0.172	10542
0.173	10265
0.174	10607
0.175	10269
0.176	10565
0.176	10243
0.177	10616
0.178	10250
0.179	10596
0.180	10245
0.181	10603
0.181	10262
0.182	10576
0.183	10308
0.184	10628
0.185	10279
0.186	10616
0.186	10284
0.187	10599
0.188	10264
0.189	10542
0.190	10251
0.191	10516
0.191	10235
0.192	10534
0.193	10312
0.194	10562
0.195	10284
0.196	10526
0.196	10292
0.197	10537
0.198	10301
0.199	10536
0.200	10310
0.201	10497
0.201	10341
0.202	10531
0.203	10314
0.204	10552
0.205	10389
0.206	10523
0.206	10367
0.207	10507
0.208	10339
0.209	10491
0.210	10360
0.211	10497
0.211	10396
0.212	10512
0.213	10361
0.214	10497
0.215	10389
0.216	10526
0.216	10403
0.217	10486
0.218	10369
0.219	10493
0.220	10405
0.221	10489
0.221	10358
0.222	10506
0.223	10399
0.224	10498
0.225	10396
0.226	10489
0.226	10439
0.227	10487
0.228	10440
0.229	10462
0.230	10421
0.231	10426
0.231	10417
0.232	10475
0.233	10452
0.234	10478
0.235	10458
0.236	10434
0.236	10439
0.237	10434
0.238	10484
0.239	10448
0.240	10465
0.241	10456
0.241	10471
0.242	10458
0.242	10489
0.243	10429
0.244	10483
0.245	10393
0.245	10481
0.246	10431
0.247	10460
0.248	10380
0.249	10474
0.250	10411
0.250	10435
0.251	10435
0.252	10483
0.253	10479
0.254	10468
0.255	10393
0.255	10472
0.256	10416
0.257	10445
0.258	10366
0.259	10461
0.260	10426
0.260	10481
0.261	10405
0.262	10496
0.263	10428
0.264	10481
0.265	10396
0.265	10496
0.266	10409
0.267	10501
0.268	10406
0.269	10498
0.270	10437
0.270	10518
0.271	10361
0.272	10532
0.273	10394
0.274	10555
0.275	10407
0.275	10495
0.276	10421
0.277	10525
0.278	10395
0.279	10509
0.280	10402
0.280	10512
0.281	10403
0.282	10525
0.283	10452
0.284	10524
0.285	10365
0.285	10561
0.286	10413
0.287	10517
0.288	10426
0.289	10505
0.290	10372
0.290	10553
0.291	10387
0.292	10549
0.293	10359
0.294	10550
0.295	10392
0.295	10556
0.296	10402
0.297	10555
0.298	10368
0.299	10568
0.300	10364
0.300	10581
0.301	10382
0.302	10550
0.303	10385
0.304	10556
0.305	10370
0.305	10544
0.306	10386
0.307	10553
0.308	10350
0.309	10594
0.310	10340
0.310	10605
0.311	10373
0.312	10571
0.313	10384
0.314	10565
0.315	10361
0.315	10540
0.316	10349
0.317	10533
0.318	10385
0.319	10535
0.320	10360
0.320	10570
0.321	10376
0.322	10551
0.323	10387
0.324	10548
0.325	10367
0.325	10582
0.326	10330
0.327	10575
0.328	10336
0.329	10571
0.330	10342
0.330	10554
0.331	10410
0.332	10582
0.333	10381
0.334	10572
0.335	10374
0.335	10581
0.336	10338
0.337	10538
0.338	10307
0.339	10553
0.340	10365
0.340	10550
0.341	10361
0.342	10601
0.343	10376
0.344	10575
0.345	10330
0.345	10563
0.346	10365
0.347	10558
0.348	10327
0.349	10556
0.349	10369
0.349	10566
0.350	10369
0.351	10578
0.352	10371
0.353	10581
0.354	10344
0.354	10572
0.355	10333
0.356	10558
0.357	10306
0.358	10550
0.359	10357
0.359	10590
0.360	10355
0.361	10565
0.362	10326
0.363	10562
0.364	10330
0.364	10603
0.365	10352
0.366	10576
0.367	10333
0.368	10537
0.369	10392
0.369	10590
0.370	10352
0.371	10584
0.372	10343
0.373	10575
0.374	10295
0.374	10597
0.375	10343
0.376	10523
0.377	10331
0.378	10533
0.379	10350
0.379	10604
0.380	10336
0.381	10584
0.382	10361
0.383	10587
0.384	10365
0.384	10566
0.385	10300
0.386	10549
0.387	10318
0.388	10562
0.389	10332
0.389	10619
0.390	10359
0.391	10589
0.392	10349
0.393	10599
0.394	10354
0.394	10561
0.395	10317
0.396	10551
0.397	10362
0.398	10582
0.399	10317
0.399	10579
0.400	10341
0.401	10601
0.402	10319
0.403	10587
0.404	10345
0.404	10561
0.405	10272
0.406	10562
0.407	10326
0.408	10578
0.409	10315
0.409	10603
0.410	10339
0.411	10620
0.412	10326
0.413	10576
0.414	10316
0.414	10590
0.415	10328
0.416	10613
0.417	10298
0.418	10590
0.419	10343
0.419	10564
0.420	10334
0.421	10604
0.422	10317
0.423	10590
0.424	10316
0.424	10581
0.425	10362
0.426	10534
0.427	10285
0.428	10579
0.429	10354
