0.017	10157
0.018	10730
0.018	10187
0.019	10756
0.020	10148
0.021	10752
0.022	10166
0.023	10786
0.023	10147
0.024	10802
0.025	10073
0.026	10691
0.027	10062
0.028	10692
0.028	10096
0.029	10678
0.030	10065
0.031	10695
0.032	10045
0.033	10721
0.033	10082
0.034	10729
0.035	10061
0.036	10685
0.037	10048
0.038	10691
0.038	10050
0.039	10711
0.040	10053
0.041	10728
0.042	10058
0.043	10738
0.043	10072
0.044	10734
0.045	10086
0.046	10753
0.047	10038
0.048	10725
0.048	10015
0.049	10683
0.050	10031
0.051	10740
0.052	10040
0.053	10708
0.053	10044
0.054	10755
0.055	10051
0.056	10739
0.057	10052
0.058	10732
0.058	10027
0.059	10720
0.060	10016
0.061	10766
0.062	10014
0.063	10706
0.063	10040
0.064	10799
0.065	10021
0.066	10771
0.067	10017
0.068	10750
0.068	10017
0.069	10733
0.070	10016
0.071	10761
0.072	10028
0.073	10754
0.073	10043
0.074	10796
0.075	10034
0.076	10756
0.077	10000
0.078	10775
0.078	10010
0.079	10768
0.080	9980
0.081	10772
0.082	10035
0.083	10760
0.083	9994
0.084	10769
0.085	10000
0.086	10809
0.087	9992
0.088	10820
0.088	10005
0.089	10756
0.090	9960
0.091	10764
0.092	9988
0.093	10790
0.093	10007
0.094	10763
0.095	9998
0.096	10793
0.097	9965
0.098	10797
0.098	9975
0.099	10800
0.100	9949
0.101	10778
0.102	9965
0.103	10809
0.103	9980
0.104	10801
0.105	9948
0.106	10811
0.107	9955
0.108	10810
0.108	9994
0.109	10805
0.110	9964
0.111	10809
0.112	9943
0.113	10820
0.113	9981
0.114	10842
0.115	9965
0.116	10821
0.117	9922
0.118	10799
0.118	9926
0.119	10764
0.120	9953
0.121	10812
0.122	9924
0.123	10825
0.123	9951
0.124	10835
0.125	9931
0.126	10830
0.127	9942
0.128	10824
0.128	9890
0.129	10831
0.130	9922
0.131	10813
0.132	9931
0.133	10856
0.133	9953
0.134	10839
0.135	9926
0.136	10821
0.137	9929
0.138	10843
0.138	9937
0.139	10831
0.140	9895
0.141	10853
0.142	9928
0.143	10879
0.143	9983
0.144	10844
0.145	9942
0.146	10848
0.147	9947
0.148	10848
0.148	9919
0.149	10845
0.150	9927
0.151	10877
0.152	9943
0.153	10882
0.153	9924
0.154	10858
0.155	9976
0.156	10890
0.157	9933
0.158	10871
0.158	9940
0.159	10833
0.160	9963
0.161	10902
0.162	9984
0.163	10897
0.163	9972
0.164	10855
0.165	9959
0.166	10866
0.167	9984
0.168	10868
0.168	9964
0.169	10883
0.170	9972
0.171	10885
0.172	9986
0.173	10893
0.173	10005
0.174	10865
0.175	9987
0.176	10850
0.177	9951
0.178	10855
0.178	9977
0.179	10850
0.180	9976
0.181	10817
0.182	10017
0.183	10864
0.183	10004
0.184	10871
0.185	10007
0.186	10846
0.187	9986
0.188	10839
0.188	9977
0.189	10856
0.190	10000
0.191	10816
0.192	10038
0.193	10850
0.193	10059
0.194	10867
0.195	9988
0.196	10829
0.197	10027
0.198	10824
0.198	9999
0.199	10828
0.200	10054
0.201	10811
0.202	10063
0.203	10853
0.203	10073
0.204	10811
0.205	10055
0.206	10820
0.207	10042
0.208	10820
0.208	10030
0.209	10767
0.210	10081
0.211	10789
0.212	10093
0.213	10814
0.213	10056
0.214	10809
0.215	10093
0.216	10791
0.217	10094
0.218	10775
0.218	10071
0.219	10749
0.220	10123
0.221	10803
0.222	10126
0.223	10766
0.223	10118
0.224	10811
0.225	10129
0.226	10791
0.227	10130
0.228	10744
0.228	10102
0.229	10774
0.230	10112
0.231	10792
0.232	10150
0.233	10768
0.233	10138
0.234	10729
0.235	10147
0.236	10750
0.237	10140
0.238	10758
0.238	10143
0.239	10718
0.240	10160
0.241	10730
0.242	10176
0.243	10738
0.243	10178
0.244	10711
0.245	10144
0.246	10679
0.247	10192
0.248	10709
0.248	10169
0.249	10709
0.250	10162
0.251	10731
0.252	10174
0.253	10724
0.253	10199
0.254	10717
0.255	10195
0.256	10687
0.257	10198
0.258	10677
0.258	10224
0.259	10686
0.260	10181
0.261	10710
0.262	10241
0.263	10662
0.263	10260
0.264	10638
0.265	10267
0.266	10621
0.267	10249
0.268	10614
0.268	10236
0.269	10633
0.270	10259
0.271	10650
0.272	10277
0.273	10625
0.273	10288
0.274	10604
0.275	10290
0.276	10605
0.277	10279
0.278	10588
0.278	10258
0.279	10614
0.280	10275
0.281	10609
0.282	10339
0.283	10606
0.283	10310
0.284	10566
0.285	10326
0.286	10579
0.287	10299
0.288	10560
0.288	10283
0.289	10558
0.290	10323
0.291	10566
0.292	10312
0.293	10569
0.293	10345
0.294	10542
0.295	10332
0.296	10508
0.297	10322
0.298	10531
0.298	10320
0.299	10557
0.300	10382
0.301	10516
0.302	10353
0.303	10533
0.303	10365
0.304	10524
0.305	10365
0.306	10532
0.307	10355
0.308	10520
0.308	10363
0.309	10516
0.310	10400
0.311	10528
0.312	10409
0.313	10507
0.313	10363
0.314	10505
0.315	10379
0.316	10465
0.317	10386
0.318	10489
0.318	10367
0.319	10420
0.320	10394
0.321	10483
0.322	10428
0.323	10455
0.323	10425
0.324	10437
0.325	10380
0.326	10450
0.327	10427
0.328	10441
0.328	10442
0.329	10409
0.330	10449
0.331	10461
0.332	10431
0.333	10454
0.333	10400
0.334	10434
0.335	10423
0.336	10428
0.337	10417
0.338	10383
0.338	10452
0.339	10394
0.340	10467
0.341	10432
0.342	10463
0.343	10396
0.343	10436
0.344	10376
0.345	10451
0.346	10370
0.347	10484
0.348	10365
0.348	10451
0.349	10374
0.350	10504
0.351	10391
0.352	10518
0.353	10356
0.353	10507
0.354	10376
0.355	10485
0.356	10332
0.357	10485
0.358	10339
0.358	10511
0.359	10375
0.360	10489
0.361	10342
0.362	10510
0.363	10362
0.363	10524
0.364	10326
0.365	10502
0.366	10327
0.367	10501
0.368	10315
0.368	10532
0.369	10334
0.370	10525
0.371	10318
0.372	10537
0.373	10288
0.373	10559
0.374	10312
0.375	10561
0.376	10314
0.377	10560
0.378	10255
0.378	10563
0.379	10268
0.380	10588
0.381	10261
0.382	10565
0.383	10260
0.383	10561
0.384	10228
0.385	10618
0.386	10280
0.387	10578
0.388	10256
0.388	10578
0.389	10258
0.390	10605
0.391	10252
0.392	10600
0.393	10235
0.393	10601
0.394	10256
0.395	10561
0.396	10262
0.397	10586
0.398	10228
0.398	10553
0.399	10245
0.400	10612
0.401	10238
0.402	10574
0.403	10219
0.403	10623
0.404	10209
0.405	10584
0.406	10182
0.407	10604
0.408	10212
0.408	10590
0.409	10232
0.410	10656
0.411	10214
0.412	10650
0.413	10191
0.413	10630
0.414	10205
0.415	10604
0.416	10166
0.417	10577
0.418	10188
0.418	10659
0.419	10197
0.420	10645
0.421	10196
0.422	10673
0.423	10192
0.423	10636
0.424	10180
0.425	10662
0.426	10195
0.427	10638
0.428	10194
0.428	10663
0.429	10161
0.430	10634
0.431	10226
0.432	10686
0.433	10190
0.433	10641
0.434	10132
0.435	10642
0.436	10125
0.437	10644
0.438	10152
0.438	10682
0.439	10135
0.440	10683
0.441	10144
0.442	10683
0.443	10139
0.443	10691
0.444	10127
0.445	10673
0.446	10130
0.447	10681
0.448	10082
0.448	10696
0.449	10131
0.450	10688
0.451	10114
0.452	10683
0.453	10103
0.453	10681
0.454	10115
0.455	10712
0.456	10090
0.457	10694
0.458	10057
0.458	10715
0.459	10099
0.460	10743
0.461	10092
0.462	10722
0.463	10099
0.463	10684
0.464	10068
0.465	10663
0.466	10058
0.467	10712
0.468	10045
0.468	10746
0.469	10077
0.470	10707
0.471	10079
0.472	10724
0.473	10090
0.473	10724
0.474	10022
0.475	10689
0.476	10015
0.477	10734
0.478	10040
0.478	10740
0.479	10045
0.480	10733
0.481	10029
0.482	10724
0.483	10061
0.483	10729
0.484	10028
0.485	10708
0.486	10000
0.487	10750
0.488	10064
0.488	10709
0.489	10062
0.490	10742
0.491	10055
0.492	10733
0.493	10027
0.493	10739
0.494	9997
0.495	10718
0.496	10026
0.497	10750
0.498	10016
0.498	10736
0.499	10038
0.500	10768
0.501	9994
0.502	10764
0.503	10018
0.503	10750
0.504	9999
0.505	10734
0.506	10010
0.507	10724
0.508	9999
0.508	10772
0.509	9996
0.510	10753
0.511	9971
0.512	10762
0.513	10000
0.513	10783
0.514	9989
0.515	10774
0.516	9981
0.517	10768
0.518	10001
0.518	10793
0.519	9985
0.520	10756
0.521	9953
0.522	10774
0.523	9938
0.523	10816
0.524	9955
0.525	10802
0.526	9973
0.527	10761
0.528	9997
0.528	10824
0.529	9973
0.530	10805
0.531	9960
0.532	10817
0.533	9927
0.533	10784
0.534	9925
0.535	10799
0.536	9950
0.537	10796
0.538	9975
0.538	10826
0.539	9948
0.540	10804
0.541	9977
0.542	10800
0.543	9951
0.543	10766
0.544	9929
0.545	10785
0.546	9964
0.547	10811
0.548	9954
0.548	10834
0.549	9960
0.550	10845
0.551	9948
0.552	10827
0.553	9924
0.553	10806
0.554	9903
0.555	10828
0.556	9948
0.557	10842
0.558	9895
0.558	10864
0.559	9938
0.560	10846
0.561	9928
0.562	10831
0.563	9913
0.563	10806
0.564	9911
0.565	10801
0.566	9969
0.567	10837
0.568	9942
0.568	10812
0.569	9966
0.570	10839
0.571	9930
0.572	10849
0.573	9936
0.573	10811
0.574	9931
0.575	10838
0.576	9921
0.577	10852
0.578	9928
0.578	10842
0.579	9947
0.580	10848
0.581	9951
0.582	10867
0.583	9925
0.583	10840
0.584	9931
0.585	10846
0.586	9910
0.587	10859
0.588	9920
0.588	10874
0.589	9933
0.590	10840
0.591	9940
0.592	10828
0.593	9927
0.593	10854
0.594	9928
0.595	10830
0.596	9903
0.597	10868
0.598	9964
0.598	10867
0.599	9939
0.600	10857
0.601	9960
0.602	10867
0.603	9935
0.603	10813
0.604	9952
0.605	10844
0.606	9963
0.607	10856
0.608	9965
0.608	10844
0.609	9971
0.610	10828
0.611	9996
0.612	10834
0.613	9950
0.613	10827
0.614	9966
0.615	10829
